,bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
28,60479,30,AB611,5,Vetoed,20091011,Emergency services: populations with limited English,"An act to add Section 8588.16 to the Government Code, relating to emergency services.",0,,20100114,Consideration of Governor's veto stricken from file.,https://legiscan.com/CA/bill/AB611/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_611&sess=0910&house=A
29,60482,30,AB614,1,Introduced,20090225,Driving under the influence (DUI): refusal to submit to,"An act to amend Section 13353 of the Vehicle Code, relating to vehicles.",0,,20100113,From committee without further action pursuant to Joint Rule 62(a).,https://legiscan.com/CA/bill/AB614/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_614&sess=0910&house=A
30,60486,30,AB618,1,Introduced,20090225,Office of the State Chief Information Officer: duties.,"An act to amend Section 11545 of the Government Code, relating to the office of the State Chief Information Officer.",0,,20100202,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/AB618/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_618&sess=0910&house=A
31,60593,30,AB725,5,Vetoed,20091011,Auto insurance: low-cost automobile insurance.,"An act to amend Sections 11629.7 and 11629.84 of the Insurance Code, relating to auto insurance.",0,,20100114,Consideration of Governor's veto stricken from file.,https://legiscan.com/CA/bill/AB725/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_725&sess=0910&house=A
32,60623,30,AB755,5,Vetoed,20091011,Civil service appointments.,"An act to amend Section 19050.8 of the Government Code, relating to civil service appointments.",0,,20100114,Consideration of Governor's veto stricken from file.,https://legiscan.com/CA/bill/AB755/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_755&sess=0910&house=A
33,60635,30,AB767,4,Passed,20090806,Housing and Emergency Shelter Trust Fund of 2006:,"An act to amend Section 53545 of the Health and Safety Code, relating to housing, and declaring the urgency thereof, to take effect immediately.",0,,20090806,"Chaptered by Secretary of State - Chapter 123, Statutes of 2009.",https://legiscan.com/CA/bill/AB767/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_767&sess=0910&house=A
34,60676,30,AB808,1,Introduced,20090226,Driving under the influence: administrative hearing.,"An act to amend Section 13558 of the Vehicle Code, relating to vehicles.",0,,20100202,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/AB808/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_808&sess=0910&house=A
35,60698,30,AB830,4,Passed,20091011,Drugs and devices.,"An act to amend Sections 1367.21 and 1370.4 of the Health and Safety Code, to amend Sections 10123.195 and 10145.3 of the Insurance Code, and to amend Sections 14105.43 and 14133.2 of the Welfare and Institutions Code, relating to drugs and devices.",0,,20091011,"Chaptered by Secretary of State - Chapter 479, Statutes of 2009.",https://legiscan.com/CA/bill/AB830/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_830&sess=0910&house=A
36,60699,30,AB831,1,Introduced,20090226,State Auditor: confidential records.,"An act to amend Section 8545.1 of the Government Code, relating to the State Auditor.",0,,20100202,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/AB831/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_831&sess=0910&house=A
37,63448,30,ABX836,1,Introduced,20100209,Emergency services: property insurance surcharge.,"An act to add Sections 8587.3 and 8587.4 to the Government Code, and to add Section 16031 to the Insurance Code, relating to emergency services, and declaring the urgency thereof, to take effect immediately.",0,,20100311,Died at Desk.,https://legiscan.com/CA/bill/ABX836/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx8_36&sess=0910&house=A
38,60731,30,AB863,4,Passed,20090806,Public utilities: municipal districts: civil service,"An act to amend Section 11887.1 of the Public Utilities Code, relating to municipal utility districts.",0,,20090806,"Chaptered by Secretary of State - Chapter 127, Statutes of 2009.",https://legiscan.com/CA/bill/AB863/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_863&sess=0910&house=A
39,60754,30,AB886,1,Introduced,20090226,Mandated child abuse reporting: library employees.,"An act to amend Section 11165.7 of the Penal Code, relating to mandated child abuse reporting.",0,,20100202,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/AB886/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_886&sess=0910&house=A
40,60778,30,AB910,1,Introduced,20090226,Emergency Telephone Users Surcharge Act: prepaid,"An act to add Sections 41017.5 and 41028 to the Revenue and Taxation Code, relating to telecommunications.",0,,20100202,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/AB910/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_910&sess=0910&house=A
41,60779,30,AB911,5,Vetoed,20091011,Emergency room crowding.,"An act to add and repeal Section 1257.10 of the Health and Safety Code, relating to health facilities.",0,,20100114,Consideration of Governor's veto stricken from file.,https://legiscan.com/CA/bill/AB911/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_911&sess=0910&house=A
42,60780,30,AB912,4,Passed,20091011,Telecommunications: Emergency Telephone Users Surcharge.,"An act to amend Section 41136 of the Revenue and Taxation Code, relating to emergency telephone systems.",0,,20091011,"Chaptered by Secretary of State - Chapter 489, Statutes of 2009.",https://legiscan.com/CA/bill/AB912/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_912&sess=0910&house=A
43,60799,30,AB931,4,Passed,20091011,Emergency supplies.,"An act to amend Section 1261.5 of the Health and Safety Code, relating to health facilities.",0,,20091011,"Chaptered by Secretary of State - Chapter 491, Statutes of 2009.",https://legiscan.com/CA/bill/AB931/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_931&sess=0910&house=A
44,60812,30,AB944,1,Introduced,20090226,Civil service: employee hearings.,"An act to amend Section 18671.1 of the Government Code, relating to public employment.",0,,20100202,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/AB944/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_944&sess=0910&house=A
45,60814,30,AB946,1,Introduced,20090226,Employment: temporary service employee wages.,"An act to amend Section 201.3 of the Labor Code, relating to employment.",0,,20100202,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/AB946/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_946&sess=0910&house=A
46,60846,30,AB978,2,Engrossed,20100127,State Chief Information Officer: duties.,"An act to add Section 11547.5 to the Government Code, relating to the State Chief Information Officer.",0,,20100812,In committee: Held under submission.,https://legiscan.com/CA/bill/AB978/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_978&sess=0910&house=A
47,60848,30,AB980,2,Engrossed,20090521,Emergency apportionments: repayment: charter schools.,"An act to add Section 41320.4 to the Education Code, relating to school finance.",0,,20090715,In committee: Set first hearing. Failed passage. Reconsideration granted.,https://legiscan.com/CA/bill/AB980/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_980&sess=0910&house=A
48,60864,30,AB996,1,Introduced,20090227,Courts: continuous hours of operation.,"An act to add Section 68106 to the Government Code, relating to courts.",0,,20100202,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/AB996/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_996&sess=0910&house=A
49,60913,30,AB1045,4,Passed,20091011,HIV and AIDS reporting.,"An act to amend Section 121023 of the Health and Safety Code, relating to public health.",0,,20091011,"Chaptered by Secretary of State - Chapter 501, Statutes of 2009.",https://legiscan.com/CA/bill/AB1045/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1045&sess=0910&house=A
50,60925,30,AB1057,1,Introduced,20090227,CalWORKs and Food Stamp Program: reporting.,"An act to amend Sections 10830, 11020, 11450, 11450.12, 11450.13, and 11451.5 of, to add Section 18900.11 to, and to repeal and add Sections 11004.1, 11265.1, 11265.2, 11265.3, and 18910 of, the Welfare and Institutions Code, relating to public social services.",0,,20100202,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/AB1057/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1057&sess=0910&house=A
51,60976,30,AB1108,2,Engrossed,20090602,Electric and gas utility service: master-meter customers.,"An act to add and repeal Section 2800 of the Public Utilities Code, relating to utility service.",0,,20100830,To inactive file on motion of Senator Padilla.,https://legiscan.com/CA/bill/AB1108/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1108&sess=0910&house=A
52,60980,30,AB1112,1,Introduced,20090227,Public contracts: California State University: service,"An act to add Section 10707.7 to the Public Contract Code, relating to public contracts.",0,,20100202,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/AB1112/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1112&sess=0910&house=A
53,60996,30,AB1128,1,Introduced,20090227,Emergency services: fire engines.,"An act to amend Sections 8589.11, 8589.12, 8589.13, 8589.14, 8589.15, 8589.16, 8589.17, 8589.18, 8589.19, 8589.20, 8589.21, and 8589.22 of, and to add Article 5.6 (commencing with Section 8589.25) to Chapter 7 of Division 1 of Title 2 of the Government Code, relating to emergency services, and making an appropriation therefor.",0,,20100202,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/AB1128/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1128&sess=0910&house=A
54,61021,30,AB1153,1,Introduced,20090227,Emergency air medical transportation providers: penalty,"An act to add Section 76000.10 to the Government Code, relating to emergency services.",0,,20100202,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/AB1153/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1153&sess=0910&house=A
55,61046,30,AB1178,2,Engrossed,20100128,Income taxes: federal conformity: Patient Protection and,"An act to amend Sections 17215, 17220, and 23701i of, and to add Sections 17131.7, 17131.9, 17131.10, 17131.11, 17131.12, 17131.13, 17131.14, 17134.1, 17201.1, 17222.1, 24343.6, and 24345.1 to, the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",475,Senate Appropriations,20100819,"From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on APPR.",https://legiscan.com/CA/bill/AB1178/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1178&sess=0910&house=A
56,61050,30,AB1182,4,Passed,20091011,Public postsecondary education: reporting requirements.,"An act to amend Sections 66057, 67312, 81254, 84760.5, 89009, 89753, 100700, 100900, 101034, and 101050 of, to add Sections 66015.10, 66015.12, 66021.1, 66026, 67501, 67502, 67503, 67504, and 92611.9 to, to add Chapter 10.5 (commencing with Section 92830) to Part 57 of Division 9 of Title 3 of, and to repeal Sections 66352 and 71020 of, the Education Code, to repeal Articles 8 (commencing with Section 550) and 10 (commencing with Section 592) of Chapter 3 of Part 1 of Division 1 of the Food and Agricultural Code, to amend Section 67480 of the Government Code, and to amend Sections 104145, 104500, and 104530 of the Health and Safety Code, relating to public postsecondary education.",0,,20091011,"Chaptered by Secretary of State - Chapter 386, Statutes of 2009.",https://legiscan.com/CA/bill/AB1182/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1182&sess=0910&house=A
57,61058,30,AB1190,1,Introduced,20090227,Military service: benefits.,"An act to amend Section 401 of the Military and Veterans Code, relating to military service.",0,,20100202,Died at Desk.,https://legiscan.com/CA/bill/AB1190/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1190&sess=0910&house=A
58,61078,30,AB1210,1,Introduced,20090227,Health care service plans.,"An act to amend Section 1367 of the Health and Safety Code, relating to health care service plans.",0,,20100202,Died at Desk.,https://legiscan.com/CA/bill/AB1210/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1210&sess=0910&house=A
59,61093,30,AB1225,5,Vetoed,20100925,Emergency and disaster response exercises: infectious,"An act to add Section 8607.5 to the Government Code, relating to emergency services.",0,,20100925,Vetoed by Governor.,https://legiscan.com/CA/bill/AB1225/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1225&sess=0910&house=A
60,61131,30,AB1263,4,Passed,20100817,Unlawful detainer: service of notice.,"An act to amend Section 1162 of the Code of Civil Procedure, relating to unlawful detainer.",0,,20100817,"Chaptered by Secretary of State - Chapter 144, Statutes of 2010.",https://legiscan.com/CA/bill/AB1263/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1263&sess=0910&house=A
61,61135,30,AB1267,1,Introduced,20090227,State teachers' retirement system: credited service.,"An act to amend Section 24203.6 of the Education Code, relating to state teachers' retirement.",0,,20100202,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/AB1267/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1267&sess=0910&house=A
62,61140,30,AB1272,2,Engrossed,20090521,Emergency medical services: trauma center: helicopter,"An act to add Section 1797.259 to the Health and Safety Code, relating to public health.",489,Senate Rules,20100624,"In committee: Set, first hearing. Hearing canceled at the request of author. Withdrawn from committee. Re-referred to Com. on RLS.",https://legiscan.com/CA/bill/AB1272/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1272&sess=0910&house=A
63,61143,30,AB1275,1,Introduced,20090227,Vehicles: driving under the influence (DUI):,"An act to add Section 23153.5 to the Vehicle Code, relating to vehicles.",0,,20100113,From committee without further action pursuant to Joint Rule 62(a).,https://legiscan.com/CA/bill/AB1275/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1275&sess=0910&house=A
64,61165,30,AB1297,1,Introduced,20090227,Child welfare services: California Child Welfare Council.,"An act to amend Section 16540 of the Welfare and Institutions Code, relating to child welfare services.",0,,20100202,Died at Desk.,https://legiscan.com/CA/bill/AB1297/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1297&sess=0910&house=A
65,61192,30,AB1324,5,Vetoed,20091011,Foster youth: identity theft.,"An act to amend Section 10618.6 of the Welfare and Institutions Code, relating to public social services.",0,,20100114,Consideration of Governor's veto stricken from file.,https://legiscan.com/CA/bill/AB1324/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1324&sess=0910&house=A
66,61226,30,AB1358,4,Passed,20091112,Vehicles: driving under the influence (DUI): Ignition,"An act to amend Section 4 of Chapter 217 of the Statutes of 2009, relating to vehicles, and declaring the urgency thereof, to take effect immediately.",0,,20091112,"Chaptered by Secretary of State - Chapter 651, Statutes of 2009.",https://legiscan.com/CA/bill/AB1358/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1358&sess=0910&house=A
67,61253,30,AB1385,5,Vetoed,20091011,Vehicles: authorized emergency vehicles: blue warning,"An act to amend Section 25258 of the Vehicle Code, relating to vehicles.",0,,20100114,Consideration of Governor's veto stricken from file.,https://legiscan.com/CA/bill/AB1385/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1385&sess=0910&house=A
68,61286,30,AB1418,1,Introduced,20090227,Communicable diseases: reporting.,"An act to amend Section 120190 of the Health and Safety Code, relating to public health.",0,,20100202,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/AB1418/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1418&sess=0910&house=A
69,61311,30,AB1443,2,Engrossed,20090528,Vehicles: driving under the influence: repeat offenders.,"An act to amend Section 23217 of, and to add Section 23595 to, the Vehicle Code, relating to vehicles.",0,,20100805,From Senate committee without further action pursuant to Joint Rule 62(a).,https://legiscan.com/CA/bill/AB1443/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1443&sess=0910&house=A
70,61326,30,AB1458,1,Introduced,20090227,Drugs: adverse effects: reporting.,"An act to add Article 7 (commencing with Section 111657.10) to Chapter 6 of Part 5 of Division 104 of the Health and Safety Code, relating to public health.",0,,20100202,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/AB1458/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1458&sess=0910&house=A
